alpha,gamma,h,T_max,seed,N,loss_final,err_vs_yext_inf,residual_inf,residual_int_inf,residual_full_inf,L1_consistency_err,iters_adam,wall_time_s
1.4,3.4,0.2,30.0,3,150,3.8579218542250646e-05,0.05391258524062981,0.04124801817078416,0.04124801817078416,0.04124801817078416,0.15868941549621496,8000,4.1922078132629395
1.4,3.4,0.2,30.0,4,150,3.854448658106534e-05,0.05417229255836625,0.04117323363536651,0.04117323363536651,0.04117323363536651,0.15868941549621496,8000,4.744268178939819
1.4,3.4,0.1,30.0,0,300,1.942549653591526e-06,0.031714656665138785,0.013644746367988736,0.013644746367988736,0.013644746367988736,0.10834418709119897,8000,5.625453948974609
1.4,3.4,0.1,30.0,1,300,1.739097171815163e-06,0.028660502948009148,0.012318706073154773,0.012318706073154773,0.012318706073154773,0.10834418709119897,8000,5.32219386100769
1.4,3.4,0.1,30.0,2,300,1.7330237025520672e-06,0.028797382696952867,0.012295292854716866,0.012295292854716866,0.012295292854716866,0.10834418709119897,8000,6.265491962432861
1.4,3.4,0.1,30.0,3,300,1.8210692504188862e-06,0.026990804801887647,0.012751177694618643,0.012751177694618643,0.012751177694618643,0.10834418709119897,8000,6.282042741775513
1.4,3.4,0.1,30.0,4,300,1.8624574023763607e-06,0.029112078996894553,0.013160313767820675,0.013160313767820675,0.013160313767820675,0.10834418709119897,8000,6.026173114776611
1.4,3.4,0.05,30.0,0,600,1.9899388069785414e-07,0.01752968264960514,0.005323925199445578,0.005323925199445578,0.005323925199445578,0.06662035324823146,8000,8.556066989898682
1.4,3.4,0.05,30.0,1,600,1.5024832713237093e-07,0.015296980753142397,0.004720249539752697,0.004720249539752697,0.004720249539752697,0.06662035324823146,8000,8.636414051055908
1.4,3.4,0.05,30.0,2,600,1.6503890737020851e-07,0.015779654733007964,0.004648099950094742,0.004648099950094742,0.004648099950094742,0.06662035324823146,8000,8.563077926635742
1.4,3.4,0.05,30.0,3,600,1.7447940053927e-07,0.016419131629168915,0.004698653766744498,0.004698653766744498,0.004698653766744498,0.06662035324823146,8000,8.548466920852661
1.4,3.4,0.05,30.0,4,600,1.4143983138835436e-07,0.01512997556618706,0.004708552291040391,0.004708552291040391,0.004708552291040391,0.06662035324823146,8000,8.557320833206177
1.4,3.4,0.025,30.0,0,1200,7.930464914382497e-09,0.009884210707789942,0.0017458576656945723,0.0017458576656945723,0.0017458576656945723,0.037752603564836784,8000,20.056440114974976
1.4,3.4,0.025,30.0,1,1200,1.0274176806675205e-08,0.008607289655884698,0.0017570820087000616,0.0017570820087000616,0.0017570820087000616,0.037752603564836784,8000,26.513720750808716
1.4,3.4,0.025,30.0,2,1200,5.435855833943106e-09,0.007572621477529573,0.001411160526999744,0.001411160526999744,0.001411160526999744,0.037752603564836784,8000,20.209392786026
1.4,3.4,0.025,30.0,3,1200,7.0596780491018845e-09,0.009035752731319902,0.001681890097431249,0.001681890097431249,0.001681890097431249,0.037752603564836784,8000,20.450435876846313
1.4,3.4,0.025,30.0,4,1200,5.728984089497836e-09,0.007972381736900624,0.0014882616925590009,0.0014882616925590009,0.0014882616925590009,0.037752603564836784,8000,20.49566888809204
1.4,3.4,0.0125,30.0,0,2400,2.559957737070201e-09,0.006171832286576029,0.000756802510699206,0.000756802510699206,0.000756802510699206,0.019918091351097233,8000,84.1448450088501
1.4,3.4,0.0125,30.0,1,2400,3.0135145693511647e-09,0.004631451764862515,0.0008686751338214949,0.0008686751338214949,0.0008686751338214949,0.019918091351097233,8000,73.55310606956482
1.4,3.4,0.0125,30.0,2,2400,5.416274057390837e-10,0.0037579351201803557,0.0003760740005436247,0.0003760740005436247,0.0003760740005436247,0.019918091351097233,8000,73.4090678691864
1.4,3.4,0.0125,30.0,3,2400,1.1996970781746174e-09,0.0051599106483123935,0.0006877427052057739,0.0006877427052057739,0.0006877427052057739,0.019918091351097233,8000,74.72408080101013
1.4,3.4,0.0125,30.0,4,2400,2.0529779558123128e-10,0.00412862061635294,0.00041800631262189913,0.00041800631262189913,0.00041800631262189913,0.019918091351097233,8000,94.66177105903625
1.4,3.9,0.4,30.0,0,75,0.0005968386761704399,0.08495528313715184,0.11460933445623239,0.11460933445623239,0.11460933445623239,0.1944951604586148,8000,3.9239747524261475
1.4,3.9,0.4,30.0,1,75,0.0005963545291603726,0.08218534371793446,0.1144845603219517,0.1144845603219517,0.1144845603219517,0.1944951604586148,8000,3.9180006980895996
1.4,3.9,0.4,30.0,2,75,0.0005973341742383501,0.08531828582105155,0.11475632395921459,0.11475632395921459,0.11475632395921459,0.1944951604586148,8000,3.908735990524292
1.4,3.9,0.4,30.0,3,75,0.000596333578037066,0.07862561503429094,0.11447301768728002,0.11447301768728002,0.11447301768728002,0.1944951604586148,8000,3.9038639068603516
1.4,3.9,0.4,30.0,4,75,0.0005963048459175094,0.07863447263217405,0.11446013442274211,0.11446013442274211,0.11446013442274211,0.1944951604586148,8000,4.350597143173218
1.4,3.9,0.2,30.0,0,150,5.746363226464253e-05,0.0479242215613403,0.0503014015958434,0.0503014015958434,0.0503014015958434,0.16964618107291785,8000,4.38938307762146
1.4,3.9,0.2,30.0,1,150,5.754410993054677e-05,0.04826145651912708,0.05038863679818062,0.05038863679818062,0.05038863679818062,0.16964618107291785,8000,4.383374929428101
1.4,3.9,0.2,30.0,2,150,5.758231667101331e-05,0.04719865513647653,0.05032951882585013,0.05032951882585013,0.05032951882585013,0.16964618107291785,8000,4.571875095367432
1.4,3.9,0.2,30.0,3,150,5.764400233251323e-05,0.0472611140870951,0.05052217877523446,0.05052217877523446,0.05052217877523446,0.16964618107291785,8000,4.391474008560181
1.4,3.9,0.2,30.0,4,150,5.7428576554776855e-05,0.04817721039375911,0.050233900709184987,0.050233900709184987,0.050233900709184987,0.16964618107291785,8000,3.560903310775757
1.4,3.9,0.1,30.0,0,300,2.902568599865968e-06,0.027921189112451367,0.016244077434948156,0.016244077434948156,0.016244077434948156,0.1192933622990704,8000,5.799058198928833
1.4,3.9,0.1,30.0,1,300,3.1559289326500563e-06,0.03059179268010509,0.016845553989819795,0.016845553989819795,0.016845553989819795,0.1192933622990704,8000,6.150989055633545
1.4,3.9,0.1,30.0,2,300,3.00691128982559e-06,0.026582206514616985,0.016595969387612652,0.016595969387612652,0.016595969387612652,0.1192933622990704,8000,6.094758987426758
1.4,3.9,0.1,30.0,3,300,2.945353517127085e-06,0.02910057320890458,0.01611584123018084,0.01611584123018084,0.01611584123018084,0.1192933622990704,8000,6.3811540603637695
1.4,3.9,0.1,30.0,4,300,2.9055159714090513e-06,0.026133735783878037,0.016078851230617475,0.016078851230617475,0.016078851230617475,0.1192933622990704,8000,5.897546291351318
1.4,3.9,0.05,30.0,0,600,3.493606374557756e-07,0.01577230388247522,0.006943785303787142,0.006943785303787142,0.006943785303787142,0.07406566621608257,8000,8.515798091888428
1.4,3.9,0.05,30.0,1,600,2.8809175501361806e-07,0.015618696239128232,0.006180824857910938,0.006180824857910938,0.006180824857910938,0.07406566621608257,8000,8.577141046524048
1.4,3.9,0.05,30.0,2,600,1.9848206164272018e-07,0.01434291843795965,0.005882627588883027,0.005882627588883027,0.005882627588883027,0.07406566621608257,8000,8.562265157699585
1.4,3.9,0.05,30.0,3,600,1.8470132542303263e-07,0.01501384408726314,0.005696547646930061,0.005696547646930061,0.005696547646930061,0.07406566621608257,8000,8.529335021972656
1.4,3.9,0.05,30.0,4,600,2.1924413561657777e-07,0.014040465444111111,0.006031537354169725,0.006031537354169725,0.006031537354169725,0.07406566621608257,8000,8.575633764266968
1.4,3.9,0.025,30.0,0,1200,1.4473023805068676e-08,0.008559022872723615,0.0022085350588126884,0.0022085350588126884,0.0022085350588126884,0.04275139798686323,8000,26.397783994674683
1.4,3.9,0.025,30.0,1,1200,1.3574434526589975e-08,0.00856693161098715,0.0020942889747805893,0.0020942889747805893,0.0020942889747805893,0.04275139798686323,8000,24.96354913711548
1.4,3.9,0.025,30.0,2,1200,8.928643918268293e-09,0.00738563409182047,0.0017626674098684125,0.0017626674098684125,0.0017626674098684125,0.04275139798686323,8000,20.60383415222168
1.4,3.9,0.025,30.0,3,1200,1.252677814378973e-08,0.007791419110602327,0.002122082798118874,0.002122082798118874,0.002122082798118874,0.04275139798686323,8000,26.958842992782593
1.4,3.9,0.025,30.0,4,1200,9.144255680878302e-09,0.007255971683371054,0.0018023263888092833,0.0018023263888092833,0.0018023263888092833,0.04275139798686323,8000,20.35762619972229
1.4,3.9,0.0125,30.0,0,2400,4.037920656168807e-09,0.005043871398389688,0.0008569307886626687,0.0008569307886626687,0.0008569307886626687,0.022717653959124062,8000,96.45021724700928
1.4,3.9,0.0125,30.0,1,2400,3.6773711318700204e-09,0.0051267306527526535,0.0007887596448271639,0.0007887596448271639,0.0007887596448271639,0.022717653959124062,8000,76.4782829284668
1.4,3.9,0.0125,30.0,2,2400,6.570838500495989e-10,0.0038878912495018403,0.00038502687415187253,0.00038502687415187253,0.00038502687415187253,0.022717653959124062,8000,73.82203078269958
1.4,3.9,0.0125,30.0,3,2400,3.4002209652049354e-09,0.0045095929738483975,0.0009739453202006754,0.0009739453202006754,0.0009739453202006754,0.022717653959124062,8000,97.52140688896179
1.4,3.9,0.0125,30.0,4,2400,2.352637666598082e-10,0.003740120587327589,0.0004678371976354345,0.0004678371976354345,0.0004678371976354345,0.022717653959124062,8000,73.51925992965698
1.5,3.0,0.4,30.0,0,75,0.0004062095624945246,0.09584765568884063,0.09631432703172205,0.09631432703172205,0.09631432703172205,0.1652100272849547,8000,3.8352248668670654
1.5,3.0,0.4,30.0,1,75,0.00040619874448551157,0.09259734330156522,0.09631370566234049,0.09631370566234049,0.09631370566234049,0.1652100272849547,8000,3.782451868057251
1.5,3.0,0.4,30.0,2,75,0.00040618305611977534,0.08453053202812749,0.09630805596604897,0.09630805596604897,0.09630805596604897,0.1652100272849547,8000,3.040879011154175
1.5,3.0,0.4,30.0,3,75,0.00040621031037113667,0.09183637898834313,0.09630794056015202,0.09630794056015202,0.09630794056015202,0.1652100272849547,8000,4.036746025085449
1.5,3.0,0.4,30.0,4,75,0.0004063422630294102,0.08729417706635317,0.09639662218334194,0.09639662218334194,0.09639662218334194,0.1652100272849547,8000,3.9243531227111816
1.5,3.0,0.2,30.0,0,150,3.378691113747561e-05,0.05866328584589953,0.03930044090041174,0.03930044090041174,0.03930044090041174,0.13413583644918248,8000,4.441817045211792
1.5,3.0,0.2,30.0,1,150,3.379069834739405e-05,0.05291110890864864,0.039277863060240836,0.039277863060240836,0.039277863060240836,0.13413583644918248,8000,5.0731847286224365
1.5,3.0,0.2,30.0,2,150,3.391716013112462e-05,0.049210184410671376,0.039458050844497605,0.039458050844497605,0.039458050844497605,0.13413583644918248,8000,4.332414150238037
1.5,3.0,0.2,30.0,3,150,3.384391283137521e-05,0.05094933452333261,0.03937985414761225,0.03937985414761225,0.03937985414761225,0.13413583644918248,8000,4.405695915222168
1.5,3.0,0.2,30.0,4,150,3.377201038424273e-05,0.04713976473915299,0.03927319864042356,0.03927319864042356,0.03927319864042356,0.13413583644918248,8000,4.865226984024048
1.5,3.0,0.1,30.0,0,300,1.6533389075861687e-06,0.03243655055857542,0.012328014641457496,0.012328014641457496,0.012328014641457496,0.09085202769501699,8000,6.372397184371948
1.5,3.0,0.1,30.0,1,300,1.7691286117064385e-06,0.02705346753350113,0.013233969227660292,0.013233969227660292,0.013233969227660292,0.09085202769501699,8000,5.792850971221924
1.5,3.0,0.1,30.0,2,300,1.7460896539005427e-06,0.027219103541838152,0.01301280063097976,0.01301280063097976,0.01301280063097976,0.09085202769501699,8000,5.793657064437866
1.5,3.0,0.1,30.0,3,300,1.6149774842202833e-06,0.034958866146657996,0.012115542635256715,0.012115542635256715,0.012115542635256715,0.09085202769501699,8000,6.433966159820557
1.5,3.0,0.1,30.0,4,300,1.7070941584895657e-06,0.02792491536290187,0.012994357772497356,0.012994357772497356,0.012994357772497356,0.09085202769501699,8000,5.789010047912598
1.5,3.0,0.05,30.0,0,600,1.7827373503091468e-07,0.024280213619598978,0.005142394939721018,0.005142394939721018,0.005142394939721018,0.054715591532007335,8000,8.578464031219482
1.5,3.0,0.05,30.0,1,600,1.6027683653680106e-07,0.017569289333356164,0.004486408246683005,0.004486408246683005,0.004486408246683005,0.054715591532007335,8000,8.601309061050415
1.5,3.0,0.05,30.0,2,600,1.6318156826097605e-07,0.013374105786609969,0.0048006353909954,0.0048006353909954,0.0048006353909954,0.054715591532007335,8000,8.566760063171387
1.5,3.0,0.05,30.0,3,600,1.616888123856962e-07,0.01967914903979262,0.0045943468254321385,0.0045943468254321385,0.0045943468254321385,0.054715591532007335,8000,8.578112125396729
1.5,3.0,0.05,30.0,4,600,1.2938464032915492e-07,0.015120908249200926,0.004416041883342436,0.004416041883342436,0.004416041883342436,0.054715591532007335,8000,8.490774154663086
1.5,3.0,0.025,30.0,0,1200,6.774648077463376e-09,0.014651920435862498,0.0016184231666598325,0.0016184231666598325,0.0016184231666598325,0.031253063722934016,8000,20.125115871429443
1.5,3.0,0.025,30.0,1,1200,9.026055298082212e-09,0.009115356053724044,0.001774001987352558,0.001774001987352558,0.001774001987352558,0.031253063722934016,8000,20.800374031066895
1.5,3.0,0.025,30.0,2,1200,5.461598378578448e-09,0.006370375070791745,0.0014091875664160591,0.0014091875664160591,0.0014091875664160591,0.031253063722934016,8000,26.983133792877197
1.5,3.0,0.025,30.0,3,1200,6.698847073357663e-09,0.01199381171520908,0.001648043381212938,0.001648043381212938,0.001648043381212938,0.031253063722934016,8000,20.36863899230957
1.5,3.0,0.025,30.0,4,1200,5.037211140152224e-09,0.008181012830827117,0.0012668384902342344,0.0012668384902342344,0.0012668384902342344,0.031253063722934016,8000,26.969130992889404
1.5,3.0,0.0125,30.0,0,2400,1.4422727518971303e-09,0.011574400326679612,0.0006205897761667467,0.0006205897761667467,0.0006205897761667467,0.016787512102883095,8000,75.75368118286133
1.5,3.0,0.0125,30.0,1,2400,2.104027573037473e-09,0.004585312385094964,0.0008682486155447977,0.0008682486155447977,0.0008682486155447977,0.016787512102883095,8000,74.30560398101807
1.5,3.0,0.0125,30.0,2,2400,3.625037629525876e-10,0.0027859926179039096,0.000427235497517775,0.000427235497517775,0.000427235497517775,0.016787512102883095,8000,84.81179308891296
1.5,3.0,0.0125,30.0,3,2400,1.0066108019687837e-09,0.008214090406188146,0.0006480079108964754,0.0006480079108964754,0.0006480079108964754,0.016787512102883095,8000,85.22497701644897
1.5,3.0,0.0125,30.0,4,2400,7.135281583590139e-10,0.004975207131716175,0.0006631904527761856,0.0006631904527761856,0.0006631904527761856,0.016787512102883095,8000,90.24882292747498
1.5,3.5,0.4,30.0,0,75,0.0005666613115101425,0.07597574627103518,0.11375711791108906,0.11375711791108906,0.11375711791108906,0.17034735786274163,8000,4.148809194564819
1.5,3.5,0.4,30.0,1,75,0.0005666468047817206,0.07773055299246776,0.11375080270940402,0.11375080270940402,0.11375080270940402,0.17034735786274163,8000,3.063995838165283
1.5,3.5,0.4,30.0,2,75,0.000566752001559261,0.07357567233651768,0.1137933579388542,0.1137933579388542,0.1137933579388542,0.17034735786274163,8000,4.011720180511475
1.5,3.5,0.4,30.0,3,75,0.0005666571334712044,0.07809675661005605,0.11375148836458632,0.11375148836458632,0.11375148836458632,0.17034735786274163,8000,4.349123239517212
1.5,3.5,0.4,30.0,4,75,0.0005668320538825749,0.07493790409747811,0.11384372544375865,0.11384372544375865,0.11384372544375865,0.17034735786274163,8000,3.923241138458252
1.5,3.5,0.2,30.0,0,150,5.2853081837305985e-05,0.04439901060475404,0.049132825128516466,0.049132825128516466,0.049132825128516466,0.14517942030652886,8000,4.477975130081177
1.5,3.5,0.2,30.0,1,150,5.2923253998927415e-05,0.0445008050504212,0.04922351975110206,0.04922351975110206,0.04922351975110206,0.14517942030652886,8000,4.453862190246582
1.5,3.5,0.2,30.0,2,150,5.284808782927739e-05,0.042024210006218476,0.049128621264518446,0.049128621264518446,0.049128621264518446,0.14517942030652886,8000,5.219369173049927
1.5,3.5,0.2,30.0,3,150,5.292973258022849e-05,0.047431979246979894,0.04916432446856822,0.04916432446856822,0.04916432446856822,0.14517942030652886,8000,4.821265935897827
1.5,3.5,0.2,30.0,4,150,5.293274044714469e-05,0.046303395784250356,0.04918591936225636,0.04918591936225636,0.04918591936225636,0.14517942030652886,8000,4.817695140838623
1.5,3.5,0.1,30.0,0,300,2.777969877060825e-06,0.029727085567404,0.015923153690591163,0.015923153690591163,0.015923153690591163,0.10133708499015537,8000,6.546925067901611
1.5,3.5,0.1,30.0,1,300,3.06105459988166e-06,0.025388195432569316,0.017470880193349414,0.017470880193349414,0.017470880193349414,0.10133708499015537,8000,5.95862603187561
1.5,3.5,0.1,30.0,2,300,2.8556522950862338e-06,0.024333695876721184,0.016649860364197133,0.016649860364197133,0.016649860364197133,0.10133708499015537,8000,5.980764865875244
1.5,3.5,0.1,30.0,3,300,2.7537925555972815e-06,0.02195814655351558,0.015963436561074462,0.015963436561074462,0.015963436561074462,0.10133708499015537,8000,6.706222057342529
1.5,3.5,0.1,30.0,4,300,2.768391914365602e-06,0.02550716266580444,0.01591308543406056,0.01591308543406056,0.01591308543406056,0.10133708499015537,8000,5.880351305007935
1.5,3.5,0.05,30.0,0,600,3.113359683367206e-07,0.016565524613323168,0.006684397495215322,0.006684397495215322,0.006684397495215322,0.06214074744314413,8000,8.98267912864685
1.5,3.5,0.05,30.0,1,600,2.64408677519454e-07,0.015136462505821624,0.005888248148584685,0.005888248148584685,0.005888248148584685,0.06214074744314413,8000,8.847290277481079
1.5,3.5,0.05,30.0,2,600,2.2569609725078273e-07,0.013387739448254554,0.0058185086032074285,0.0058185086032074285,0.0058185086032074285,0.06214074744314413,8000,8.662142992019653
1.5,3.5,0.05,30.0,3,600,2.1867528443155263e-07,0.01635264625069416,0.005762525246716943,0.005762525246716943,0.005762525246716943,0.06214074744314413,8000,9.06515908241272
1.5,3.5,0.05,30.0,4,600,2.0448217297658932e-07,0.012759104264769006,0.005789679648015578,0.005789679648015578,0.005789679648015578,0.06214074744314413,8000,8.648791074752808
1.5,3.5,0.025,30.0,0,1200,1.2714722179667365e-08,0.009407231705436114,0.0022280468123109243,0.0022280468123109243,0.0022280468123109243,0.03580707376576808,8000,21.33641290664673
1.5,3.5,0.025,30.0,1,1200,1.3655249297642461e-08,0.0074492009768225564,0.0020357125497648676,0.0020357125497648676,0.0020357125497648676,0.03580707376576808,8000,27.22743511199951
1.5,3.5,0.025,30.0,2,1200,9.314785873771323e-09,0.006600993137411804,0.001845516027558558,0.001845516027558558,0.001845516027558558,0.03580707376576808,8000,23.120320081710815
1.5,3.5,0.025,30.0,3,1200,1.0912609829751703e-08,0.008219897837830004,0.0020600090204753174,0.0020600090204753174,0.0020600090204753174,0.03580707376576808,8000,21.358583211898804
1.5,3.5,0.025,30.0,4,1200,9.452340317777688e-09,0.006938034147212335,0.001875348161477719,0.001875348161477719,0.001875348161477719,0.03580707376576808,8000,20.3387291431427
1.5,3.5,0.0125,30.0,0,2400,1.5520585081137014e-09,0.005862448583070279,0.0007691219710255215,0.0007691219710255215,0.0007691219710255215,0.019416355629578996,8000,99.8611011505127
1.5,3.5,0.0125,30.0,1,2400,4.121681632531562e-09,0.005138208096002017,0.0009729978435214504,0.0009729978435214504,0.0009729978435214504,0.019416355629578996,8000,82.65531420707703
1.5,3.5,0.0125,30.0,2,2400,4.36185652966588e-10,0.0032486558806671395,0.0004110353824552382,0.0004110353824552382,0.0004110353824552382,0.019416355629578996,8000,75.26630091667175
1.5,3.5,0.0125,30.0,3,2400,1.113898536812649e-09,0.005010814246064699,0.0007665009469307593,0.0007665009469307593,0.0007665009469307593,0.019416355629578996,8000,77.38217782974243
1.5,3.5,0.0125,30.0,4,2400,3.3941754929119363e-10,0.0036334049828171677,0.000562525906342537,0.000562525906342537,0.000562525906342537,0.019416355629578996,8000,80.75002694129944
1.5,4.0,0.4,30.0,0,75,0.0007403879240996469,0.07132354770182078,0.1301035259191778,0.1301035259191778,0.1301035259191778,0.1760904997275654,8000,4.024460792541504
1.5,4.0,0.4,30.0,1,75,0.0007399588976555766,0.06858880834956715,0.13000088715354868,0.13000088715354868,0.13000088715354868,0.1760904997275654,8000,3.996412992477417
1.5,4.0,0.4,30.0,2,75,0.0007399235033340566,0.0646759251795331,0.12998578234728037,0.12998578234728037,0.12998578234728037,0.1760904997275654,8000,3.2446939945220947
1.5,4.0,0.4,30.0,3,75,0.0007399668622415758,0.06409607926323935,0.12999903721941664,0.12999903721941664,0.12999903721941664,0.1760904997275654,8000,4.082196950912476
1.5,4.0,0.4,30.0,4,75,0.0007399266024693006,0.0646106344013839,0.12998569333860727,0.12998569333860727,0.12998569333860727,0.1760904997275654,8000,3.1496031284332275
1.5,4.0,0.2,30.0,0,150,7.699959755365594e-05,0.040790742103812255,0.0593016185629307,0.0593016185629307,0.0593016185629307,0.15420935021810667,8000,4.890362024307251
1.5,4.0,0.2,30.0,1,150,7.699637508718849e-05,0.04065002059239192,0.05930736730824249,0.05930736730824249,0.05930736730824249,0.15420935021810667,8000,4.494380950927734
1.5,4.0,0.2,30.0,2,150,7.717911772076543e-05,0.03917602152828786,0.05947811999176411,0.05947811999176411,0.05947811999176411,0.15420935021810667,8000,4.417994022369385
1.5,4.0,0.2,30.0,3,150,7.717039943764315e-05,0.03983704607837801,0.059475762921313846,0.059475762921313846,0.059475762921313846,0.15420935021810667,8000,4.451975107192993
1.5,4.0,0.2,30.0,4,150,7.718725749487215e-05,0.03810529176203847,0.05953927771573908,0.05953927771573908,0.05953927771573908,0.15420935021810667,8000,4.474931001663208
1.5,4.0,0.1,30.0,0,300,4.253930573150425e-06,0.023428600499249802,0.019949832298926662,0.019949832298926662,0.019949832298926662,0.11084894517445376,8000,6.004732131958008
1.5,4.0,0.1,30.0,1,300,5.022417828104796e-06,0.02326328697700783,0.02257019235640212,0.02257019235640212,0.02257019235640212,0.11084894517445376,8000,5.849691867828369
1.5,4.0,0.1,30.0,2,300,4.413330578440646e-06,0.02229107420912213,0.020526638802007335,0.020526638802007335,0.020526638802007335,0.11084894517445376,8000,5.848813772201538
1.5,4.0,0.1,30.0,3,300,4.399562375420196e-06,0.02255790838008187,0.020523562547392515,0.020523562547392515,0.020523562547392515,0.11084894517445376,8000,5.732068061828613
1.5,4.0,0.1,30.0,4,300,4.306968237349287e-06,0.021661624984548544,0.020034758086157622,0.020034758086157622,0.020034758086157622,0.11084894517445376,8000,6.187636375427246
1.5,4.0,0.05,30.0,0,600,5.21286684926497e-07,0.01415104660262173,0.008474128054615893,0.008474128054615893,0.008474128054615893,0.06917826815901518,8000,8.653041124343872
1.5,4.0,0.05,30.0,1,600,3.88595418204866e-07,0.01324943749122831,0.007587583200939441,0.007587583200939441,0.007587583200939441,0.06917826815901518,8000,9.77835488319397
1.5,4.0,0.05,30.0,2,600,2.960869569180503e-07,0.012268982581428722,0.007242773771693689,0.007242773771693689,0.007242773771693689,0.06917826815901518,8000,9.083168983459473
1.5,4.0,0.05,30.0,3,600,2.790638467248079e-07,0.01300647493178847,0.007119148016766719,0.007119148016766719,0.007119148016766719,0.06917826815901518,8000,8.78036117553711
1.5,4.0,0.05,30.0,4,600,2.4415277773347636e-07,0.011290557270977136,0.006803855314837515,0.006803855314837515,0.006803855314837515,0.06917826815901518,8000,9.008821964263916
1.5,4.0,0.025,30.0,0,1200,2.3906286262454477e-08,0.007857524879406219,0.0028713867794707415,0.0028713867794707415,0.0028713867794707415,0.04016974341058921,8000,28.010098218917847
1.5,4.0,0.025,30.0,1,1200,2.0450892254509883e-08,0.007754460418670811,0.002638063739861196,0.002638063739861196,0.002638063739861196,0.04016974341058921,8000,29.79085087776184
1.5,4.0,0.025,30.0,2,1200,1.5698226847857427e-08,0.006446453708956357,0.00239379726737754,0.00239379726737754,0.00239379726737754,0.04016974341058921,8000,23.270299911499023
1.5,4.0,0.025,30.0,3,1200,1.861882514209049e-08,0.00714914515659526,0.0026379486627344795,0.0026379486627344795,0.0026379486627344795,0.04016974341058921,8000,28.91385769844055
1.5,4.0,0.025,30.0,4,1200,1.5819130192735858e-08,0.006320094691936451,0.0023036321464333653,0.0023036321464333653,0.0023036321464333653,0.04016974341058921,8000,22.327747106552124
1.5,4.0,0.0125,30.0,0,2400,5.7076780907461656e-09,0.004868965931773828,0.0011139479035181532,0.0011139479035181532,0.0011139479035181532,0.021990628940199652,8000,100.85583209991455
1.5,4.0,0.0125,30.0,1,2400,3.468653023434919e-09,0.004800872090653496,0.0009290300255668793,0.0009290300255668793,0.0009290300255668793,0.021990628940199652,8000,76.96113872528076
1.5,4.0,0.0125,30.0,2,2400,7.056017987463928e-10,0.0033431441476654,0.0005019095270676344,0.0005019095270676344,0.0005019095270676344,0.021990628940199652,8000,74.54710698127747
1.5,4.0,0.0125,30.0,3,2400,3.032497746841191e-09,0.004366557307631913,0.0009940600658485677,0.0009940600658485677,0.0009940600658485677,0.021990628940199652,8000,78.6935830116272
1.5,4.0,0.0125,30.0,4,2400,4.062624204527656e-10,0.003183183603876427,0.000613311589668375,0.000613311589668375,0.000613311589668375,0.021990628940199652,8000,76.85467886924744
1.6,3.1,0.4,30.0,0,75,0.0005171433002159889,0.08362771095157023,0.110396334309383,0.110396334309383,0.110396334309383,0.1474414917044462,8000,3.9097609519958496
1.6,3.1,0.4,30.0,1,75,0.000517130512535786,0.08009731457086644,0.1103980547607809,0.1103980547607809,0.1103980547607809,0.1474414917044462,8000,4.121540069580078
1.6,3.1,0.4,30.0,2,75,0.0005171184988192123,0.06985558239327716,0.11039356249499438,0.11039356249499438,0.11039356249499438,0.1474414917044462,8000,4.461782932281494
1.6,3.1,0.4,30.0,3,75,0.0005171609834738444,0.07692382210897936,0.1104056232888776,0.1104056232888776,0.1104056232888776,0.1474414917044462,8000,3.861180067062378
1.6,3.1,0.4,30.0,4,75,0.000517261205209842,0.07108949833307021,0.11046645733678268,0.11046645733678268,0.11046645733678268,0.1474414917044462,8000,4.001152038574219
1.6,3.1,0.2,30.0,0,150,4.670095770233739e-05,0.05080753364963708,0.046924260266247964,0.046924260266247964,0.046924260266247964,0.11938806245849765,8000,4.3745269775390625
1.6,3.1,0.2,30.0,1,150,4.685199697543577e-05,0.04107529019657552,0.04702800256064399,0.04702800256064399,0.04702800256064399,0.11938806245849765,8000,4.990047931671143
1.6,3.1,0.2,30.0,2,150,4.6752332161773614e-05,0.04005424004178132,0.046980351605602544,0.046980351605602544,0.046980351605602544,0.11938806245849765,8000,4.3753321170806885
1.6,3.1,0.2,30.0,3,150,4.6714208102633704e-05,0.04095620168516673,0.04693111276741779,0.04693111276741779,0.04693111276741779,0.11938806245849765,8000,4.995427846908569
1.6,3.1,0.2,30.0,4,150,4.695280428590668e-05,0.04232379919913176,0.04724017966189353,0.04724017966189353,0.04724017966189353,0.11938806245849765,8000,4.460588693618774
1.6,3.1,0.1,30.0,0,300,2.7164034917622183e-06,0.03307582470759374,0.01647805179627526,0.01647805179627526,0.01647805179627526,0.08255954876626892,8000,5.921675205230713
1.6,3.1,0.1,30.0,1,300,2.589624014899379e-06,0.02457620796471416,0.01603491157142456,0.01603491157142456,0.01603491157142456,0.08255954876626892,8000,6.170539855957031
1.6,3.1,0.1,30.0,2,300,2.602941224007235e-06,0.02362599926953496,0.016036277316050285,0.016036277316050285,0.016036277316050285,0.08255954876626892,8000,5.925857067108154
1.6,3.1,0.1,30.0,3,300,2.444241974836088e-06,0.031688040874288836,0.015116891399369892,0.015116891399369892,0.015116891399369892,0.08255954876626892,8000,6.498797178268433
1.6,3.1,0.1,30.0,4,300,2.4405735249596024e-06,0.020387648787751844,0.015229334050360532,0.015229334050360532,0.015229334050360532,0.08255954876626892,8000,6.543288230895996
