alpha,gamma,h,T_max,seed,N,loss_final,err_vs_yext_inf,residual_inf,residual_int_inf,residual_full_inf,L1_consistency_err,iters_adam,wall_time_s
1.2,3.7,0.4,30.0,2,75,0.0003676454927112826,0.11599994101672334,0.08560435387882409,0.08560435387882409,0.08560435387882409,0.23210766897787471,8000,3.921733856201172
1.2,3.7,0.4,30.0,3,75,0.0003664491500013312,0.11059453136909098,0.08523753549278335,0.08523753549278335,0.08523753549278335,0.23210766897787471,8000,3.9553170204162598
1.2,3.7,0.4,30.0,4,75,0.0003665924805228567,0.11243790682550425,0.08534760853643719,0.08534760853643719,0.08534760853643719,0.23210766897787471,8000,3.9102280139923096
1.2,3.7,0.2,30.0,0,150,2.9943756396232606e-05,0.06653380770716183,0.034531248318965035,0.034531248318965035,0.034531248318965035,0.19172475906626252,8000,4.374197006225586
1.2,3.7,0.2,30.0,1,150,3.0293302645674827e-05,0.06687442828358386,0.035016017024350865,0.035016017024350865,0.035016017024350865,0.19172475906626252,8000,4.393962860107422
1.2,3.7,0.2,30.0,2,150,2.9966290879643466e-05,0.06756989727503021,0.03446706946655598,0.03446706946655598,0.03446706946655598,0.19172475906626252,8000,4.911633253097534
1.2,3.7,0.2,30.0,3,150,3.003015326539921e-05,0.06637234209735893,0.03465270663987041,0.03465270663987041,0.03465270663987041,0.19172475906626252,8000,4.267864942550659
1.2,3.7,0.2,30.0,4,150,3.0141405352133185e-05,0.06453277400404439,0.03481997098018641,0.03481997098018641,0.03481997098018641,0.19172475906626252,8000,4.251108884811401
1.2,3.7,0.1,30.0,0,300,1.407018507932098e-06,0.03683789551021521,0.011336316683556502,0.011336316683556502,0.011336316683556502,0.1366217306958124,8000,5.674391984939575
1.2,3.7,0.1,30.0,1,300,1.7070047529808506e-06,0.03691299249456864,0.01286780740960114,0.01286780740960114,0.01286780740960114,0.1366217306958124,8000,5.801336050033569
1.2,3.7,0.1,30.0,2,300,1.320695755551804e-06,0.03622247115554589,0.010678458323731599,0.010678458323731599,0.010678458323731599,0.1366217306958124,8000,5.802151918411255
1.2,3.7,0.1,30.0,3,300,1.3414764761989117e-06,0.03610415963431479,0.010444050243424652,0.010444050243424652,0.010444050243424652,0.1366217306958124,8000,6.121981859207153
1.2,3.7,0.1,30.0,4,300,1.2628593704089047e-06,0.03600735329015503,0.010336234002196298,0.010336234002196298,0.010336234002196298,0.1366217306958124,8000,5.776741027832031
1.2,3.7,0.05,30.0,0,600,1.4191807525374505e-07,0.01952531779190736,0.0044014320161065434,0.0044014320161065434,0.0044014320161065434,0.08348323030020954,8000,8.557601928710938
1.2,3.7,0.05,30.0,1,600,1.2198177969660647e-07,0.01897962313967949,0.004077389657761721,0.004077389657761721,0.004077389657761721,0.08348323030020954,8000,8.74883508682251
1.2,3.7,0.05,30.0,2,600,9.50791446772786e-08,0.018611664236600545,0.0039357994283711895,0.0039357994283711895,0.0039357994283711895,0.08348323030020954,8000,8.944286823272705
1.2,3.7,0.05,30.0,3,600,1.2474065723718044e-07,0.019417663374632188,0.003995318554742111,0.003995318554742111,0.003995318554742111,0.08348323030020954,8000,8.629800796508789
1.2,3.7,0.05,30.0,4,600,1.0534290151698758e-07,0.01880933630101811,0.004005265486262566,0.004005265486262566,0.004005265486262566,0.08348323030020954,8000,8.643956899642944
1.2,3.7,0.025,30.0,0,1200,5.4312901277634e-09,0.010337825193610595,0.0012880432913431328,0.0012880432913431328,0.0012880432913431328,0.044741303045475966,8000,20.09127116203308
1.2,3.7,0.025,30.0,1,1200,4.348207412011586e-09,0.009711937901003553,0.0012211810552963387,0.0012211810552963387,0.0012211810552963387,0.044741303045475966,8000,26.51115393638611
1.2,3.7,0.025,30.0,2,1200,3.477292627021287e-09,0.009715598066108111,0.0010819127405041762,0.0010819127405041762,0.0010819127405041762,0.044741303045475966,8000,20.950809955596924
1.2,3.7,0.025,30.0,3,1200,6.121959185953241e-09,0.010261659082560104,0.0014078453302208693,0.0014078453302208693,0.0014078453302208693,0.044741303045475966,8000,20.32664394378662
1.2,3.7,0.025,30.0,4,1200,3.202138459181713e-09,0.009662523998525796,0.0010793267536824969,0.0010793267536824969,0.0010793267536824969,0.044741303045475966,8000,20.572328090667725
1.2,3.7,0.0125,30.0,0,2400,2.484256641812396e-09,0.005596335207624925,0.0005793715060257165,0.0005793715060257165,0.0005793715060257165,0.022861497684613763,8000,73.77653098106384
1.2,3.7,0.0125,30.0,1,2400,6.159756538687697e-10,0.00502580436768274,0.00032645036891076895,0.00032645036891076895,0.00032645036891076895,0.022861497684613763,8000,74.12832307815552
1.2,3.7,0.0125,30.0,2,2400,9.830057867781474e-10,0.005004622450183183,0.00033153780972516866,0.00033153780972516866,0.00033153780972516866,0.022861497684613763,8000,73.60394191741943
1.2,3.7,0.0125,30.0,3,2400,2.2791616046106124e-09,0.005471669478998631,0.0006605478346600746,0.0006605478346600746,0.0006605478346600746,0.022861497684613763,8000,73.46581363677979
1.2,3.7,0.0125,30.0,4,2400,3.011083979020582e-10,0.004928956799449602,0.0003959521479822703,0.0003959521479822703,0.0003959521479822703,0.022861497684613763,8000,74.18644189834595
1.3,2.8,0.4,30.0,0,75,0.00023608377271815161,0.12387447863881657,0.07042498393594238,0.07042498393594238,0.07042498393594238,0.19914386932166417,8000,3.9512569904327393
1.3,2.8,0.4,30.0,1,75,0.00023587597108038963,0.11962578142886904,0.07032456892709604,0.07032456892709604,0.07032456892709604,0.19914386932166417,8000,4.092045783996582
1.3,2.8,0.4,30.0,2,75,0.00023592049890153212,0.11757463941854418,0.07034973557105006,0.07034973557105006,0.07034973557105006,0.19914386932166417,8000,4.174497127532959
1.3,2.8,0.4,30.0,3,75,0.00023590820477074938,0.11894493903323444,0.07034188792305013,0.07034188792305013,0.07034188792305013,0.19914386932166417,8000,3.7536890506744385
1.3,2.8,0.4,30.0,4,75,0.00023608001212104338,0.11730364865763088,0.07043639425846404,0.07043639425846404,0.07043639425846404,0.19914386932166417,8000,3.931469678878784
1.3,2.8,0.2,30.0,0,150,1.6554776995760915e-05,0.07799709143168515,0.026382885602768247,0.026382885602768247,0.026382885602768247,0.15365339492452768,8000,4.748141050338745
1.3,2.8,0.2,30.0,1,150,1.652295295117946e-05,0.061002307869709504,0.026382215538636067,0.026382215538636067,0.026382215538636067,0.15365339492452768,8000,4.937258005142212
1.3,2.8,0.2,30.0,2,150,1.6580833853069798e-05,0.06536254966369415,0.02655472131617953,0.02655472131617953,0.02655472131617953,0.15365339492452768,8000,4.363476037979126
1.3,2.8,0.2,30.0,3,150,1.6522415992823774e-05,0.06507278461184635,0.02641832790840659,0.02641832790840659,0.02641832790840659,0.15365339492452768,8000,4.372390270233154
1.3,2.8,0.2,30.0,4,150,1.6575076298241382e-05,0.0691626529471257,0.026386330433152416,0.026386330433152416,0.026386330433152416,0.15365339492452768,8000,4.91131591796875
1.3,2.8,0.1,30.0,0,300,7.143502546502609e-07,0.04093173660979288,0.007826753392647712,0.007826753392647712,0.007826753392647712,0.10141972396489307,8000,6.449324131011963
1.3,2.8,0.1,30.0,1,300,7.861393955656735e-07,0.033211635501991355,0.008763883188989574,0.008763883188989574,0.008763883188989574,0.10141972396489307,8000,5.770592927932739
1.3,2.8,0.1,30.0,2,300,8.104658488155064e-07,0.034296917504971214,0.008914695223261604,0.008914695223261604,0.008914695223261604,0.10141972396489307,8000,5.783961057662964
1.3,2.8,0.1,30.0,3,300,7.989770469958408e-07,0.037869042909830064,0.008762672989597764,0.008762672989597764,0.008762672989597764,0.10141972396489307,8000,5.804214954376221
1.3,2.8,0.1,30.0,4,300,6.608566333181631e-07,0.034402376990856964,0.007588757976292881,0.007588757976292881,0.007588757976292881,0.10141972396489307,8000,6.050342798233032
1.3,2.8,0.05,30.0,0,600,6.711392659961962e-08,0.02404881050042973,0.003113239313952021,0.003113239313952021,0.003113239313952021,0.06143905389214832,8000,6.553323030471802
1.3,2.8,0.05,30.0,1,600,6.49006764765553e-08,0.018013218154958266,0.0028420336149467262,0.0028420336149467262,0.0028420336149467262,0.06143905389214832,8000,8.653104066848755
1.3,2.8,0.05,30.0,2,600,6.228400693730686e-08,0.01683718818798441,0.002899728496709275,0.002899728496709275,0.002899728496709275,0.06143905389214832,8000,6.632654905319214
1.3,2.8,0.05,30.0,3,600,6.52578637245742e-08,0.021723747508545777,0.0030622428847402183,0.0030622428847402183,0.0030622428847402183,0.06143905389214832,8000,8.589565992355347
1.3,2.8,0.05,30.0,4,600,5.464875325584579e-08,0.019025504971791896,0.0027361629332028903,0.0027361629332028903,0.0027361629332028903,0.06143905389214832,8000,8.74495792388916
1.3,2.8,0.025,30.0,0,1200,2.5389911025193813e-09,0.014188144199081432,0.0009556554962515396,0.0009556554962515396,0.0009556554962515396,0.03305775871189587,8000,20.062288284301758
1.3,2.8,0.025,30.0,1,1200,2.454906186193643e-09,0.008212358725263491,0.0009405838709664049,0.0009405838709664049,0.0009405838709664049,0.03305775871189587,8000,28.915031909942627
1.3,2.8,0.025,30.0,2,1200,2.002010999629783e-09,0.007810903593782337,0.0008454627521026215,0.0008454627521026215,0.0008454627521026215,0.03305775871189587,8000,21.339267253875732
1.3,2.8,0.025,30.0,3,1200,2.980722126647354e-09,0.012233067536280617,0.0010770184008245254,0.0010770184008245254,0.0010770184008245254,0.03305775871189587,8000,20.735774993896484
1.3,2.8,0.025,30.0,4,1200,2.4970685182033645e-09,0.00990306658313267,0.0009262187464279537,0.0009262187464279537,0.0009262187464279537,0.03305775871189587,8000,20.443243741989136
1.3,2.8,0.0125,30.0,0,2400,1.16931532429847e-09,0.009895279405118251,0.00047891872199934404,0.00047891872199934404,0.00047891872199934404,0.016988657203485857,8000,73.84200501441956
1.3,2.8,0.0125,30.0,1,2400,5.375564884864444e-10,0.003358801910074205,0.000419572741794938,0.000419572741794938,0.000419572741794938,0.016988657203485857,8000,96.63811588287354
1.3,2.8,0.0125,30.0,2,2400,4.904711527367746e-10,0.0031995326876830266,0.0003454309632784369,0.0003454309632784369,0.0003454309632784369,0.016988657203485857,8000,73.729660987854
1.3,2.8,0.0125,30.0,3,2400,1.2393132738269855e-09,0.0074721200083816,0.0005582398894184992,0.0005582398894184992,0.0005582398894184992,0.016988657203485857,8000,73.75800442695618
1.3,2.8,0.0125,30.0,4,2400,7.822614068201936e-10,0.00518062713762657,0.00044414851320628834,0.00044414851320628834,0.00044414851320628834,0.016988657203485857,8000,74.29405403137207
1.3,3.3,0.4,30.0,0,75,0.00034718532019533137,0.1054219245446138,0.08543820383401718,0.08543820383401718,0.08543820383401718,0.20877908795517558,8000,3.908565044403076
1.3,3.3,0.4,30.0,1,75,0.0003468891244212865,0.1059062699835594,0.08528710718952726,0.08528710718952726,0.08528710718952726,0.20877908795517558,8000,3.9205141067504883
1.3,3.3,0.4,30.0,2,75,0.0003471192718640878,0.10275417790279495,0.08539495088178223,0.08539495088178223,0.08539495088178223,0.20877908795517558,8000,3.9049150943756104
1.3,3.3,0.4,30.0,3,75,0.0003469119083600789,0.10524127931120059,0.08530431606424033,0.08530431606424033,0.08530431606424033,0.20877908795517558,8000,3.924298048019409
1.3,3.3,0.4,30.0,4,75,0.0003470767982744709,0.10543734712505998,0.08542423290550472,0.08542423290550472,0.08542423290550472,0.20877908795517558,8000,3.9146811962127686
1.3,3.3,0.2,30.0,0,150,2.76560699610204e-05,0.06315140180442086,0.034341719921328395,0.034341719921328395,0.034341719921328395,0.16912698568376372,8000,4.38761305809021
1.3,3.3,0.2,30.0,1,150,2.762224488175352e-05,0.059875932801140064,0.034288026082994416,0.034288026082994416,0.034288026082994416,0.16912698568376372,8000,4.258774757385254
1.3,3.3,0.2,30.0,2,150,2.7391254439854683e-05,0.05846187396270497,0.033889537619614774,0.033889537619614774,0.033889537619614774,0.16912698568376372,8000,5.00900936126709
1.3,3.3,0.2,30.0,3,150,2.7496661508545406e-05,0.062119791705497196,0.034064659116880946,0.034064659116880946,0.034064659116880946,0.16912698568376372,8000,4.2597692012786865
1.3,3.3,0.2,30.0,4,150,2.743971417535932e-05,0.06298557138551014,0.03394032222451748,0.03394032222451748,0.03394032222451748,0.16912698568376372,8000,4.819723844528198
1.3,3.3,0.1,30.0,0,300,1.296720268330805e-06,0.03539616544143809,0.010987711183231719,0.010987711183231719,0.010987711183231719,0.11292672699016171,8000,5.790268182754517
1.3,3.3,0.1,30.0,1,300,1.2493654447126953e-06,0.03265114862144014,0.010412067899741584,0.010412067899741584,0.010412067899741584,0.11292672699016171,8000,6.20212197303772
1.3,3.3,0.1,30.0,2,300,1.2343598927194158e-06,0.03353914160726451,0.010410522189328697,0.010410522189328697,0.010410522189328697,0.11292672699016171,8000,6.080416917800903
1.3,3.3,0.1,30.0,3,300,1.293389540835852e-06,0.035791900676229726,0.010547996383199254,0.010547996383199254,0.010547996383199254,0.11292672699016171,8000,6.2798120975494385
1.3,3.3,0.1,30.0,4,300,1.2288431545286028e-06,0.03345738360072481,0.010567584369491234,0.010567584369491234,0.010567584369491234,0.11292672699016171,8000,6.014467716217041
1.3,3.3,0.05,30.0,0,600,1.3003724765529416e-07,0.019247397838899782,0.004376247509524589,0.004376247509524589,0.004376247509524589,0.07088441510864296,8000,9.209239721298218
1.3,3.3,0.05,30.0,1,600,1.0599513649854561e-07,0.01758368767133378,0.003819709185132192,0.003819709185132192,0.003819709185132192,0.07088441510864296,8000,8.575226068496704
1.3,3.3,0.05,30.0,2,600,9.866305982589502e-08,0.017020813581255956,0.0037457175211558225,0.0037457175211558225,0.0037457175211558225,0.07088441510864296,8000,8.570879936218262
1.3,3.3,0.05,30.0,3,600,1.1787048086274726e-07,0.01832477988378911,0.003962254198755177,0.003962254198755177,0.003962254198755177,0.07088441510864296,8000,8.574658870697021
1.3,3.3,0.05,30.0,4,600,9.654531418584812e-08,0.017349297810075326,0.0037777362012847426,0.0037777362012847426,0.0037777362012847426,0.07088441510864296,8000,8.584979772567749
1.3,3.3,0.025,30.0,0,1200,5.085967091080897e-09,0.010178507287440186,0.0014127541259623122,0.0014127541259623122,0.0014127541259623122,0.038678785367866064,8000,21.054684162139893
1.3,3.3,0.025,30.0,1,1200,7.78899454478692e-09,0.009896924137324459,0.001463215549710184,0.001463215549710184,0.001463215549710184,0.038678785367866064,8000,26.994672060012817
1.3,3.3,0.025,30.0,2,1200,3.275796805490351e-09,0.008579880316427868,0.0011010580763518574,0.0011010580763518574,0.0011010580763518574,0.038678785367866064,8000,20.51658320426941
1.3,3.3,0.025,30.0,3,1200,5.009316049230888e-09,0.009894474450616919,0.0013994702052642083,0.0013994702052642083,0.0013994702052642083,0.038678785367866064,8000,20.45026683807373
1.3,3.3,0.025,30.0,4,1200,3.459645625735813e-09,0.009025983664360249,0.0011587049714457676,0.0011587049714457676,0.0011587049714457676,0.038678785367866064,8000,20.500319004058838
1.3,3.3,0.0125,30.0,0,2400,1.4912184385308565e-09,0.0056649438230010896,0.0006725154431990177,0.0006725154431990177,0.0006725154431990177,0.01999318251939597,8000,73.94461679458618
1.3,3.3,0.0125,30.0,1,2400,4.512516102976237e-09,0.005599355694789865,0.0008445808255053144,0.0008445808255053144,0.0008445808255053144,0.01999318251939597,8000,96.8893461227417
1.3,3.3,0.0125,30.0,2,2400,5.066332283801157e-10,0.004190105155681412,0.00034600988854360804,0.00034600988854360804,0.00034600988854360804,0.01999318251939597,8000,73.61001920700073
1.3,3.3,0.0125,30.0,3,2400,1.447471507986771e-09,0.00543376590991268,0.0006491735092947204,0.0006491735092947204,0.0006491735092947204,0.01999318251939597,8000,73.42734503746033
1.3,3.3,0.0125,30.0,4,2400,4.579348300996097e-10,0.004650509868483144,0.0004693989634811935,0.0004693989634811935,0.0004693989634811935,0.01999318251939597,8000,74.32716417312622
1.3,3.8,0.4,30.0,0,75,0.00047205084528043463,0.09373347224090753,0.09948525270261466,0.09948525270261466,0.09948525270261466,0.21437696185961774,8000,3.242465019226074
1.3,3.8,0.4,30.0,1,75,0.0004720528850019632,0.09601945891468211,0.09949885319839952,0.09949885319839952,0.09949885319839952,0.21437696185961774,8000,3.92635178565979
1.3,3.8,0.4,30.0,2,75,0.00047286236384465113,0.09877251858919406,0.09974280076328729,0.09974280076328729,0.09974280076328729,0.21437696185961774,8000,3.9065279960632324
1.3,3.8,0.4,30.0,3,75,0.00047207344444238306,0.09416292552728844,0.09950694088296225,0.09950694088296225,0.09950694088296225,0.21437696185961774,8000,3.9293370246887207
1.3,3.8,0.4,30.0,4,75,0.0004723326822966702,0.09742154402184153,0.09960717907494249,0.09960717907494249,0.09960717907494249,0.21437696185961774,8000,3.8995838165283203
1.3,3.8,0.2,30.0,0,150,4.194784555426866e-05,0.05711971180800052,0.04197477353962964,0.04197477353962964,0.04197477353962964,0.1820676448708739,8000,4.666735887527466
1.3,3.8,0.2,30.0,1,150,4.2108936775278595e-05,0.056693694810568324,0.04222442467141507,0.04222442467141507,0.04222442467141507,0.1820676448708739,8000,4.392361879348755
1.3,3.8,0.2,30.0,2,150,4.202058034160384e-05,0.05577047640575994,0.0419464015117309,0.0419464015117309,0.0419464015117309,0.1820676448708739,8000,4.5753867626190186
1.3,3.8,0.2,30.0,3,150,4.223161475789953e-05,0.05626942395536638,0.04242651426253774,0.04242651426253774,0.04242651426253774,0.1820676448708739,8000,4.404787063598633
1.3,3.8,0.2,30.0,4,150,4.211700802431339e-05,0.055108745343178056,0.04220810650775175,0.04220810650775175,0.04220810650775175,0.1820676448708739,8000,4.26869010925293
1.3,3.8,0.1,30.0,0,300,1.8575197797833349e-06,0.03163932910312561,0.01245622339396435,0.01245622339396435,0.01245622339396435,0.1251758318423818,8000,6.430765151977539
1.3,3.8,0.1,30.0,1,300,1.9338573225305126e-06,0.028875936092775722,0.012775821154595635,0.012775821154595635,0.012775821154595635,0.1251758318423818,8000,6.448506832122803
1.3,3.8,0.1,30.0,2,300,1.878217377091401e-06,0.029843246925640887,0.012557044961867825,0.012557044961867825,0.012557044961867825,0.1251758318423818,8000,6.296787977218628
1.3,3.8,0.1,30.0,3,300,2.0157892084384773e-06,0.031716355481292424,0.01342114606185063,0.01342114606185063,0.01342114606185063,0.1251758318423818,8000,5.873639822006226
1.3,3.8,0.1,30.0,4,300,1.9704972657762813e-06,0.03053488438741009,0.013170223297266137,0.013170223297266137,0.013170223297266137,0.1251758318423818,8000,5.763468027114868
1.3,3.8,0.05,30.0,0,600,2.2611939334148783e-07,0.01754050358363124,0.005558282642154189,0.005558282642154189,0.005558282642154189,0.0797804844030725,8000,8.600936889648438
1.3,3.8,0.05,30.0,1,600,1.835399784375751e-07,0.01642877287533062,0.00505175037963268,0.00505175037963268,0.00505175037963268,0.0797804844030725,8000,8.818645000457764
1.3,3.8,0.05,30.0,2,600,1.4867215923332054e-07,0.016818241523820165,0.004874474225346925,0.004874474225346925,0.004874474225346925,0.0797804844030725,8000,8.608691930770874
1.3,3.8,0.05,30.0,3,600,1.3929597768553275e-07,0.016968003786740904,0.00482265968272233,0.00482265968272233,0.00482265968272233,0.0797804844030725,8000,8.564404010772705
1.3,3.8,0.05,30.0,4,600,1.307397055240959e-07,0.016199014608801354,0.0047562371176679274,0.0047562371176679274,0.0047562371176679274,0.0797804844030725,8000,8.740039825439453
1.3,3.8,0.025,30.0,0,1200,8.851294020321102e-09,0.00940082147182697,0.0016832330312358534,0.0016832330312358534,0.0016832330312358534,0.04416497260168262,8000,20.11091899871826
1.3,3.8,0.025,30.0,1,1200,6.593699657644553e-09,0.008610080877362425,0.0014481950231919338,0.0014481950231919338,0.0014481950231919338,0.04416497260168262,8000,27.691627979278564
1.3,3.8,0.025,30.0,2,1200,5.416909795661902e-09,0.008522118891827246,0.0013713851355562356,0.0013713851355562356,0.0013713851355562356,0.04416497260168262,8000,20.421796798706055
1.3,3.8,0.025,30.0,3,1200,8.234048282322555e-09,0.009180917487677687,0.001705553490416456,0.001705553490416456,0.001705553490416456,0.04416497260168262,8000,20.531324863433838
1.3,3.8,0.025,30.0,4,1200,5.310510235824148e-09,0.008433043738076906,0.001381276697320244,0.001381276697320244,0.001381276697320244,0.04416497260168262,8000,20.617270946502686
1.3,3.8,0.0125,30.0,0,2400,3.1882570761804812e-09,0.005302604240130404,0.0006837100651496675,0.0006837100651496675,0.0006837100651496675,0.022950937581281083,8000,74.40008878707886
1.3,3.8,0.0125,30.0,1,2400,3.2625022168420703e-09,0.0053420916683837305,0.0006665682690323305,0.0006665682690323305,0.0006665682690323305,0.022950937581281083,8000,99.58947110176086
1.3,3.8,0.0125,30.0,2,2400,7.304387985689469e-10,0.004424651820060355,0.00034500813334470415,0.00034500813334470415,0.00034500813334470415,0.022950937581281083,8000,74.58702731132507
1.3,3.8,0.0125,30.0,3,2400,1.8683431907105446e-09,0.004991733655016872,0.0006972060094380117,0.0006972060094380117,0.0006972060094380117,0.022950937581281083,8000,74.54484510421753
1.3,3.8,0.0125,30.0,4,2400,2.254910131693925e-10,0.004328393661031438,0.000415125222863022,0.000415125222863022,0.000415125222863022,0.022950937581281083,8000,74.10042595863342
1.4,2.9,0.4,30.0,0,75,0.00031286101838142263,0.10900978857161164,0.08291581086195715,0.08291581086195715,0.08291581086195715,0.18358622519082246,8000,3.8258798122406006
1.4,2.9,0.4,30.0,1,75,0.0003128519742281407,0.10519286762313385,0.08290971681538734,0.08290971681538734,0.08290971681538734,0.18358622519082246,8000,3.7828691005706787
1.4,2.9,0.4,30.0,2,75,0.0003128997470547943,0.1046730258379705,0.08291411770383961,0.08291411770383961,0.08291411770383961,0.18358622519082246,8000,4.200096607208252
1.4,2.9,0.4,30.0,3,75,0.0003128847335628752,0.10452606892402488,0.08292257428666511,0.08292257428666511,0.08292257428666511,0.18358622519082246,8000,3.776869058609009
1.4,2.9,0.4,30.0,4,75,0.00031301345903479694,0.10145966805095658,0.08297056383855744,0.08297056383855744,0.08297056383855744,0.18358622519082246,8000,3.934972047805786
1.4,2.9,0.2,30.0,0,150,2.404600587955178e-05,0.06430281788554676,0.03272097155521447,0.03272097155521447,0.03272097155521447,0.14543541575586405,8000,4.288902997970581
1.4,2.9,0.2,30.0,1,150,2.4153542987446578e-05,0.0578671759562252,0.032867353511440545,0.032867353511440545,0.032867353511440545,0.14543541575586405,8000,4.378254652023315
1.4,2.9,0.2,30.0,2,150,2.400064686676229e-05,0.05683825483597066,0.032591685629657974,0.032591685629657974,0.032591685629657974,0.14543541575586405,8000,4.28034520149231
1.4,2.9,0.2,30.0,3,150,2.386781860550656e-05,0.059877174229247154,0.03238340937063078,0.03238340937063078,0.03238340937063078,0.14543541575586405,8000,4.903088808059692
1.4,2.9,0.2,30.0,4,150,2.399868979905733e-05,0.06258788857968406,0.03250070598943999,0.03250070598943999,0.03250070598943999,0.14543541575586405,8000,4.768366098403931
1.4,2.9,0.1,30.0,0,300,1.1671571098666716e-06,0.04116314020165296,0.010191098331924553,0.010191098331924553,0.010191098331924553,0.09634110076351099,8000,6.117214202880859
1.4,2.9,0.1,30.0,1,300,1.0696471583241759e-06,0.029999695147742866,0.00986540467072472,0.00986540467072472,0.00986540467072472,0.09634110076351099,8000,6.511489152908325
1.4,2.9,0.1,30.0,2,300,1.134811225116062e-06,0.029130029877793895,0.010182392909526272,0.010182392909526272,0.010182392909526272,0.09634110076351099,8000,6.305543899536133
1.4,2.9,0.1,30.0,3,300,1.0206288499033881e-06,0.035391138823768264,0.009451456781818801,0.009451456781818801,0.009451456781818801,0.09634110076351099,8000,6.443896293640137
1.4,2.9,0.1,30.0,4,300,1.10936208380675e-06,0.032036406857613775,0.010352346669260104,0.010352346669260104,0.010352346669260104,0.09634110076351099,8000,5.7927820682525635
1.4,2.9,0.05,30.0,0,600,1.0894753192165373e-07,0.023486452734912677,0.0038538535707461907,0.0038538535707461907,0.0038538535707461907,0.05854632387890324,8000,8.388333797454834
1.4,2.9,0.05,30.0,1,600,8.553913481230585e-08,0.015697100658253027,0.0035072400775081336,0.0035072400775081336,0.0035072400775081336,0.05854632387890324,8000,8.549883842468262
1.4,2.9,0.05,30.0,2,600,1.0132228414378062e-07,0.015138138378905208,0.0036693542066488227,0.0036693542066488227,0.0036693542066488227,0.05854632387890324,8000,6.635926961898804
1.4,2.9,0.05,30.0,3,600,1.0387674988937062e-07,0.02071193732877613,0.0037792087073132974,0.0037792087073132974,0.0037792087073132974,0.05854632387890324,8000,8.564683675765991
1.4,2.9,0.05,30.0,4,600,8.336029285962295e-08,0.017375052240969524,0.0034889749780567803,0.0034889749780567803,0.0034889749780567803,0.05854632387890324,8000,8.560316801071167
1.4,2.9,0.025,30.0,0,1200,4.244149669298064e-09,0.01469538385082858,0.0012605398703360304,0.0012605398703360304,0.0012605398703360304,0.03259317913653703,8000,20.055431127548218
1.4,2.9,0.025,30.0,1,1200,6.360763660903812e-09,0.008615762894960466,0.0014256676742239183,0.0014256676742239183,0.0014256676742239183,0.03259317913653703,8000,26.992504119873047
1.4,2.9,0.025,30.0,2,1200,3.2790912796478696e-09,0.007092520154950155,0.0010976260127288917,0.0010976260127288917,0.0010976260127288917,0.03259317913653703,8000,20.531509160995483
1.4,2.9,0.025,30.0,3,1200,4.1591261433801e-09,0.012085751695138647,0.001290182351269542,0.001290182351269542,0.001290182351269542,0.03259317913653703,8000,20.521402835845947
1.4,2.9,0.025,30.0,4,1200,3.883647795017504e-09,0.009390651310243359,0.0012239398565641046,0.0012239398565641046,0.0012239398565641046,0.03259317913653703,8000,20.329260110855103
1.4,2.9,0.0125,30.0,0,2400,1.159748829167927e-09,0.010629506249676568,0.0005269174353397243,0.0005269174353397243,0.0005269174353397243,0.01707095673238146,8000,73.94625210762024
1.4,2.9,0.0125,30.0,1,2400,1.976465730613431e-09,0.004365094811454473,0.0007624039312025266,0.0007624039312025266,0.0007624039312025266,0.01707095673238146,8000,74.2959041595459
1.4,2.9,0.0125,30.0,2,2400,3.9356415357264974e-10,0.0029893792906836025,0.0003740552709691203,0.0003740552709691203,0.0003740552709691203,0.01707095673238146,8000,75.23824191093445
1.4,2.9,0.0125,30.0,3,2400,1.060511570275564e-09,0.007843337478414536,0.0005862773536758903,0.0005862773536758903,0.0005862773536758903,0.01707095673238146,8000,78.17978596687317
1.4,2.9,0.0125,30.0,4,2400,5.93176960033903e-10,0.005130032355734004,0.0005216890149846165,0.0005216890149846165,0.0005216890149846165,0.01707095673238146,8000,76.65489101409912
1.4,3.4,0.4,30.0,0,75,0.00044769602208488934,0.09123640960179663,0.09920080048150814,0.09920080048150814,0.09920080048150814,0.190768372591135,8000,3.9033708572387695
1.4,3.4,0.4,30.0,1,75,0.00044767446507958293,0.09109510516217911,0.09917447946871272,0.09917447946871272,0.09917447946871272,0.190768372591135,8000,4.093464612960815
1.4,3.4,0.4,30.0,2,75,0.000447843775169616,0.08757501725219108,0.09925302029762667,0.09925302029762667,0.09925302029762667,0.190768372591135,8000,3.9227120876312256
1.4,3.4,0.4,30.0,3,75,0.0004476897276550099,0.09041934649367261,0.09918485360107476,0.09918485360107476,0.09918485360107476,0.190768372591135,8000,3.929924249649048
1.4,3.4,0.4,30.0,4,75,0.00044769987231073994,0.08726931569540503,0.09917607823220553,0.09917607823220553,0.09917607823220553,0.190768372591135,8000,4.257472991943359
1.4,3.4,0.2,30.0,0,150,3.874603993964936e-05,0.05489939315520559,0.04150902287359404,0.04150902287359404,0.04150902287359404,0.15868941549621496,8000,4.3962602615356445
1.4,3.4,0.2,30.0,1,150,3.8558129749390986e-05,0.054075922090668305,0.04117294139027727,0.04117294139027727,0.04117294139027727,0.15868941549621496,8000,4.932279109954834
1.4,3.4,0.2,30.0,2,150,3.856972107403963e-05,0.05399613941240383,0.04118033820764744,0.04118033820764744,0.04118033820764744,0.15868941549621496,8000,4.723780870437622
